source	target	label
C0013604	C0153199	has_symptom
C0013604	C0024897	has_symptom
C0013604	C0003078	has_symptom
C0013604	C0085574	has_symptom
C0013604	C1168401	has_symptom
C0013604	C0024904	has_symptom
C0013604	C0029438	has_symptom
C0013604	C2851320	has_symptom
C0013604	C0263610	has_symptom
C0013604	C0393819	has_symptom
C0013604	C0333693	has_symptom
C0013604	C0016664	has_symptom
C0013604	C1527287	has_symptom
C0013604	C0018013	has_symptom
C0013604	C0040456	has_symptom
C0013604	C0019569	has_symptom
C0013604	C0003125	has_symptom
C0013604	C0040954	has_symptom
C0013604	C0686721	has_symptom
C0013604	C0235480	has_symptom
C0013604	C0019104	has_symptom
C0013604	C3554462	has_symptom
C0013604	C0026976	has_symptom
C0013604	C0264733	has_symptom
C0013604	C0477497	has_symptom
C0013604	C0221239	has_symptom
C0013604	C0520676	has_symptom
C0013604	C0023895	has_symptom
C0013604	C0399496	has_symptom
C0013604	C0016978	has_symptom
C0013604	C0742115	has_symptom
C0013604	C0003507	has_symptom
C0013604	C0032300	has_symptom
C0013604	C0155843	has_symptom
C0013604	C0032064	has_symptom
C0013604	C0262399	has_symptom
C0013604	C0036095	has_symptom
C0013604	C0024419	has_symptom
C0013604	C0339085	has_symptom
C0013604	C0029001	has_symptom
C0013604	C0037198	has_symptom
C0013604	C0343068	has_symptom
C0013604	C0268631	has_symptom
C0013604	C0159914	has_symptom
C0013604	C0035854	has_symptom
C0013604	C0031880	has_symptom
C0013604	C1839736	has_symptom
C0013604	C0878544	has_symptom
C0013604	C0017668	has_symptom
C0013604	C0026229	has_symptom
C0013604	C0149516	has_symptom
C0013604	C0277919	has_symptom
C0013604	C0268155	has_symptom
C0013604	C0859897	has_symptom
C0013604	C0032453	has_symptom
C0013604	C0042344	has_symptom
C0013604	C0178324	has_symptom
C0013604	C0010930	has_symptom
C0013604	C1704423	has_symptom
C0013604	C1704218	has_symptom
C0013604	C0085179	has_symptom
C0013604	C1260325	has_symptom
C0013604	C0152503	has_symptom
C0013604	C0032987	has_symptom
C0013604	C0276180	has_symptom
C0013604	C0014733	has_symptom
C0013604	C0019348	has_symptom
C0013604	C1510437	has_symptom
C0013604	C0272765	has_symptom
C0013604	C0038218	has_symptom
C0013604	C0158317	has_symptom
C0013604	C0086928	has_symptom
C0013604	C3888317	has_symptom
C0013604	C0495953	has_symptom
C0013604	C0019364	has_symptom
C0013604	C0406832	has_symptom
C0013604	C0158947	has_symptom
C0013604	C0016736	has_symptom
C0013604	C3178770	has_symptom
C0013604	C0042961	has_symptom
C0013604	C0596240	has_symptom
C0013604	C0282488	has_symptom
C0013604	C0002986	has_symptom
C0013604	C0265321	has_symptom
C0013604	C0031157	has_symptom
C0013604	C0018571	has_symptom
C0013604	C1389018	has_symptom
C0013604	C0584960	has_symptom
C0013604	C0085404	has_symptom
C0013604	C0472387	has_symptom
C0013604	C0019061	has_symptom
C0013604	C0040046	has_symptom
C0013604	C0037023	has_symptom
C0013604	C0560651	has_symptom
C0013604	C0872084	has_symptom
C0013604	C0160920	has_symptom
C0013604	C0035522	has_symptom
C0013604	C0021933	has_symptom
C0013604	C0235527	has_symptom
C0018777	C3150983	has_symptom
C0018777	C0029882	has_symptom
C0018777	C0029899	has_symptom
C0018777	C0750942	has_symptom
C0018777	C3495801	has_symptom
C0018777	C0406704	has_symptom
C0018777	C0041408	has_symptom
C0018777	C0432442	has_symptom
C0018777	C0812437	has_symptom
C0018777	C0206504	has_symptom
C0018777	C0008373	has_symptom
C0018777	C4551481	has_symptom
C0019080	C0748830	has_symptom
C0019080	C0026987	has_symptom
C0019080	C1856465	has_symptom
C0019080	C0162557	has_symptom
C0019080	C0162316	has_symptom
C0019080	C0028326	has_symptom
C0019080	C0008533	has_symptom
C0019080	C0266929	has_symptom
C0019080	C0267211	has_symptom
C0019080	C0001339	has_symptom
C0019080	C0238124	has_symptom
C0019080	C0272325	has_symptom
C0019080	C0040028	has_symptom
C0019080	C0025267	has_symptom
C0019080	C0003175	has_symptom
C0019080	C0015652	has_symptom
C0019080	C0006666	has_symptom
C0019080	C0699828	has_symptom
C0019080	C0242188	has_symptom
C0019080	C0042951	has_symptom
C0019080	C0236178	has_symptom
C0019080	C0151526	has_symptom
C0019080	C0024788	has_symptom
C0019080	C0269852	has_symptom
C0019080	C0028756	has_symptom
C0019080	C0152436	has_symptom
C0019080	C0042135	has_symptom
C0019080	C0276653	has_symptom
C0019080	C0023443	has_symptom
C0019080	C0152018	has_symptom
C0019080	C0405124	has_symptom
C0019080	C0159877	has_symptom
C0019080	C0155181	has_symptom
C0019080	C2903181	has_symptom
C0019080	C0002874	has_symptom
C0019080	C0001860	has_symptom
C0019080	C0263442	has_symptom
C0019080	C4551998	has_symptom
C0019080	C1510412	has_symptom
C0019080	C0018994	has_symptom
C0019080	C0878654	has_symptom
C0019080	C0023092	has_symptom
C0019080	C0494784	has_symptom
C0019080	C0004030	has_symptom
C0019080	C0206752	has_symptom
C0019080	C0156380	has_symptom
C0019080	C0340468	has_symptom
C0019080	C0005129	has_symptom
C0019080	C0262414	has_symptom
C0019080	C0032580	has_symptom
C0019080	C0206669	has_symptom
C0019080	C0221025	has_symptom
C0019080	C0334533	has_symptom
C0019080	C0039984	has_symptom
C0019080	C0277799	has_symptom
C0019080	C0840492	has_symptom
C0019080	C3160858	has_symptom
C0019080	C0282312	has_symptom
C0019080	C0020951	has_symptom
C0019080	C0010695	has_symptom
C0019080	C0038354	has_symptom
C0019080	C0015944	has_symptom
C0019080	C0451818	has_symptom
C0019080	C0023473	has_symptom
C0019080	C0042974	has_symptom
C0019080	C0017661	has_symptom
C0019080	C1510586	has_symptom
C0019080	C0268482	has_symptom
C0019080	C0270089	has_symptom
C0019080	C3463824	has_symptom
C0019080	C0029132	has_symptom
C0019080	C0854893	has_symptom
C0019080	C0030849	has_symptom
C0019080	C0152132	has_symptom
C0019080	C4065090	has_symptom
C0019080	C0005604	has_symptom
C0019080	C0020640	has_symptom
C0019080	C0175703	has_symptom
C0019080	C0494531	has_symptom
C0019080	C0456097	has_symptom
C0019080	C2724209	has_symptom
C0019080	C4509220	has_symptom
C0019080	C0266746	has_symptom
C0019080	C0008728	has_symptom
C0019080	C0851225	has_symptom
C0019080	C0149742	has_symptom
C0019080	C2839109	has_symptom
C0019080	C0023646	has_symptom
C0019080	C0007095	has_symptom
C0019080	C0008441	has_symptom
C0019080	C0279637	has_symptom
C0019080	C4082173	has_symptom
C0019080	C0266484	has_symptom
C0019080	C0265031	has_symptom
C0019080	C0006107	has_symptom
C0019080	C0009592	has_symptom
C0019080	C3179349	has_symptom
C0019080	C0003723	has_symptom
C0019080	C0400827	has_symptom
C0019080	C2882223	has_symptom
C0019080	C0013720	has_symptom
C0019080	C0019103	has_symptom
C0019080	C1857276	has_symptom
C0019080	C0004913	has_symptom
C0019080	C0341455	has_symptom
C0019080	C0005658	has_symptom
C0019080	C0242383	has_symptom
C0019080	C0206659	has_symptom
C0019080	C0206062	has_symptom
C0019080	C0040124	has_symptom
C0019080	C0014059	has_symptom
C0019080	C0007855	has_symptom
C0019080	C0017205	has_symptom
C0019080	C0043252	has_symptom
C0019080	C0024692	has_symptom
C0019080	C0023461	has_symptom
C0019080	C0266526	has_symptom
C0019080	C0268595	has_symptom
C0019080	C0472803	has_symptom
C0019080	C2931618	has_symptom
C0019080	C0032991	has_symptom
C0019080	C0039445	has_symptom
C0019080	C0032776	has_symptom
C0019080	C0042143	has_symptom
C0019080	C0035412	has_symptom
C0019080	C0264995	has_symptom
C0019080	C0024623	has_symptom
C0019080	C0009765	has_symptom
C0019080	C0035220	has_symptom
C0019080	C0024633	has_symptom
C0019080	C0039144	has_symptom
C0019080	C2936660	has_symptom
C0019080	C0042909	has_symptom
C0019080	C0160087	has_symptom
C0019080	C0018552	has_symptom
C0019080	C0269106	has_symptom
C0019080	C0156325	has_symptom
C0019080	C0238154	has_symptom
C0019080	C0016049	has_symptom
C0019080	C0206681	has_symptom
C0019080	C0006288	has_symptom
C0019080	C3711645	has_symptom
C0019080	C0270774	has_symptom
C0019080	C0018924	has_symptom
C0019080	C0004771	has_symptom
C0019080	C0155773	has_symptom
C0019080	C0085653	has_symptom
C0019080	C0405482	has_symptom
C0019080	C0020540	has_symptom
C0019080	C0011633	has_symptom
C0019080	C0042396	has_symptom
C0019080	C0022353	has_symptom
C0019080	C0023440	has_symptom
C0019080	C0019114	has_symptom
C0019080	C2882265	has_symptom
C0019080	C0023501	has_symptom
C0019080	C0012813	has_symptom
C0019080	C0032984	has_symptom
C0019080	C0087086	has_symptom
C0019080	C0007282	has_symptom
C0019080	C0265326	has_symptom
C0019080	C0156369	has_symptom
C0019080	C0007134	has_symptom
C0019080	C0034561	has_symptom
C0019080	C0038000	has_symptom
C0019080	C0023652	has_symptom
C0019080	C1442968	has_symptom
C0019080	C0085178	has_symptom
C0019080	C0035613	has_symptom
C0019080	C0206716	has_symptom
C0019080	C0011884	has_symptom
C0019080	C0206094	has_symptom
C0019080	C0020635	has_symptom
C0019080	C0277474	has_symptom
C0019080	C0009324	has_symptom
C0019080	C3495801	has_symptom
C0019080	C0155339	has_symptom
C0019080	C0018194	has_symptom
C0019080	C0010346	has_symptom
C0019080	C0433905	has_symptom
C0019080	C0013927	has_symptom
C0019080	C0036472	has_symptom
C0019080	C0037998	has_symptom
C0019080	C0037379	has_symptom
C0019080	C0007137	has_symptom
C0019080	C0221406	has_symptom
C0019080	C0339848	has_symptom
C0019080	C1865349	has_symptom
C0019080	C0037005	has_symptom
C0019080	C0268338	has_symptom
C0019080	C0086626	has_symptom
C0019080	C0007103	has_symptom
C0019080	C0025530	has_symptom
C0019080	C0043395	has_symptom
C0019080	C0338591	has_symptom
C0019080	C0018946	has_symptom
C0019080	C0030299	has_symptom
C0019080	C0023487	has_symptom
C0019080	C2937358	has_symptom
C0019080	C0003132	has_symptom
C0019080	C0477784	has_symptom
C0019080	C0016658	has_symptom
C0019080	C0014068	has_symptom
C0019080	C0043515	has_symptom
C0019080	C0011311	has_symptom
C0019080	C0009777	has_symptom
C0019080	C0019088	has_symptom
C0019080	C0032046	has_symptom
C0019080	C0032000	has_symptom
C0019080	C0334674	has_symptom
C0019080	C0276651	has_symptom
C0019080	C0007847	has_symptom
C0019080	C0014175	has_symptom
C0019080	C0041341	has_symptom
C0019080	C0746102	has_symptom
C0019080	C0476089	has_symptom
C0019080	C0268242	has_symptom
C0019080	C0019069	has_symptom
C0019080	C0001175	has_symptom
C0019080	C0025500	has_symptom
C0019080	C0042237	has_symptom
C0019080	C0221392	has_symptom
C0019080	C0019202	has_symptom
C0019080	C1266184	has_symptom
C0019080	C0038463	has_symptom
C0019080	C0019099	has_symptom
C0019080	C1866423	has_symptom
C0019080	C0162529	has_symptom
C0019080	C0086922	has_symptom
C0019080	C0029827	has_symptom
C0019080	C0007785	has_symptom
C0019080	C0030409	has_symptom
C0019080	C1332265	has_symptom
C0019080	C0206754	has_symptom
C0019080	C0027765	has_symptom
C0019080	C1314803	has_symptom
C0019080	C0013537	has_symptom
C0019080	C0037354	has_symptom
C0019080	C0025202	has_symptom
C0019080	C0153392	has_symptom
C0019080	C0007787	has_symptom
C0019080	C0347804	has_symptom
C0019080	C0751712	has_symptom
C0019080	C0015923	has_symptom
C0019080	C0023480	has_symptom
C0019080	C0085278	has_symptom
C0019080	C0267373	has_symptom
C0019080	C0079541	has_symptom
C0019080	C0019342	has_symptom
C0019080	C2677299	has_symptom
C0019080	C0032961	has_symptom
C0019080	C0023481	has_symptom
C0019080	C0003855	has_symptom
C0019080	C0079301	has_symptom
C0019080	C0012817	has_symptom
C0019080	C3494405	has_symptom
C0019080	C0848377	has_symptom
C0019080	C0018414	has_symptom
C0019080	C0001403	has_symptom
C0019080	C0013142	has_symptom
C0019080	C0035309	has_symptom
C0019080	C0206686	has_symptom
C0019080	C0040015	has_symptom
C0019080	C0017575	has_symptom
C0019080	C0007869	has_symptom
C0019080	C0376379	has_symptom
C0019080	C0033860	has_symptom
C0019080	C0015459	has_symptom
C0019080	C0272613	has_symptom
C0019080	C0495116	has_symptom
C0019080	C0263912	has_symptom
C0019080	C0035459	has_symptom
C0019080	C0026691	has_symptom
C0019080	C0029768	has_symptom
C0019080	C0001127	has_symptom
C0019080	C0023452	has_symptom
C0019080	C0041466	has_symptom
C0019080	C0028313	has_symptom
C0019080	C0392788	has_symptom
C0019080	C0477374	has_symptom
C0019080	C0752219	has_symptom
C0019080	C0020225	has_symptom
C0019080	C0362086	has_symptom
C0019080	C2880882	has_symptom
C0019080	C0032797	has_symptom
C0019080	C0434010	has_symptom
C0019080	C0153340	has_symptom
C0019080	C0040953	has_symptom
C0019080	C0035410	has_symptom
C0019080	C0238051	has_symptom
C0019080	C0007772	has_symptom
C0019080	C0031051	has_symptom
C0019080	C0002726	has_symptom
C0019080	C0162871	has_symptom
C0019080	C0018674	has_symptom
C0019080	C0009760	has_symptom
C0019080	C0392662	has_symptom
C0019080	C0034535	has_symptom
C0019080	C0038364	has_symptom
C0019080	C0751177	has_symptom
C0019080	C0577628	has_symptom
C0019080	C0153199	has_symptom
C0019080	C0024897	has_symptom
C0019080	C0013575	has_symptom
C0019080	C0433856	has_symptom
C0019080	C0010678	has_symptom
C0019080	C0700101	has_symptom
C0019080	C1336078	has_symptom
C0019080	C0006105	has_symptom
C0019080	C0153685	has_symptom
C0019080	C0078981	has_symptom
C0019080	C0040456	has_symptom
C0019080	C0041228	has_symptom
C0019080	C0003125	has_symptom
C0019080	C0032001	has_symptom
C0019080	C3276706	has_symptom
C0019080	C0085293	has_symptom
C0019080	C0040954	has_symptom
C0019080	C0686721	has_symptom
C0019080	C0019104	has_symptom
C0019080	C3853779	has_symptom
C0019080	C0495251	has_symptom
C0019080	C0268707	has_symptom
C0019080	C0151620	has_symptom
C0019080	C0162872	has_symptom
C0019080	C0085411	has_symptom
C0019080	C0023895	has_symptom
C0019080	C0032064	has_symptom
C0019080	C0022810	has_symptom
